final_value,sharpe_daily,max_drawdown_pct,total_trades,net_pnl,profit_factor,expectancy_per_trade,cagr,calmar_ratio,exposure
145932.3913317558,0.32381860491643116,70.19232768007137,308,45456.75631276304,1.0414211794863824,147.58687114533456,0.05410999688300033,0.07708819278600865,0.8940297080198903
