datetime,return,equity_curve
2019-01-01,0.0,100000.0
2019-01-02,0.0,100000.0
2019-01-03,0.0,100000.0
2019-01-04,-0.0023571127098998,99764.28872901002
2019-01-05,-0.005485930957585761,99216.98872901003
2019-01-06,0.054659929712100874,104640.18235918402
2019-01-07,-0.002902804574225204,104336.43235918402
2019-01-08,-0.005062104526727285,103808.27043263601
2019-01-09,0.002316248494420581,104048.71618273402
2019-01-10,-0.07873119484671143,95856.83643540101
2019-01-11,0.003380353577789652,96180.86643540101
2019-01-12,-0.003969396556189442,95799.08643540101
2019-01-13,-0.02330627653224604,93566.36643540101
2019-01-14,0.03350434690829163,96701.24643540102
2019-01-15,-0.01613625514190642,95140.85045037902
2019-01-16,0.007943052900879266,95896.55925854102
2019-01-17,0.004142356379325474,96293.796982541
2019-01-18,-0.004417552842184813,95868.414045996
2019-01-19,0.011754444998530511,96995.29404599602
2019-01-20,-0.020452855960818583,95011.463267996
2019-01-21,-0.00195450100032879,94825.76326799601
2019-01-22,0.0069648793454311075,95486.213267996
2019-01-23,-0.003133370040555139,95187.01962805602
2019-01-24,0.00247092514209446,95422.21962805602
2019-01-25,-0.0009336425087811406,95333.12938752901
2019-01-26,-5.250450666161033e-05,95328.12396860201
2019-01-27,-0.0018139452745022933,95155.20396860201
2019-01-28,-0.014715747973826465,93754.92396860202
2019-01-29,-0.002957924642900678,93477.60396860201
2019-01-30,0.006051502990919833,94043.28396860202
2019-01-31,-0.00324580332584834,93738.03796472303
2019-02-01,0.0032822321298828783,94045.70796472303
2019-02-02,0.004355245297250843,94455.30009206301
2019-02-03,-0.005036328012100411,93979.592218318
2019-02-04,0.0004893615615311209,94025.58221831801
2019-02-05,0.0005943582881542397,94081.467102408
2019-02-06,-0.0051425982137306425,93597.643917742
2019-02-07,-0.0005343984464389884,93547.62548224202
2019-02-08,0.016717046444934658,95111.46548224201
2019-02-09,0.00038733500544041455,95148.30548224201
2019-02-10,0.000411298675280225,95187.43985424202
2019-02-11,-0.002679705273695654,94932.36556967502
2019-02-12,-7.498124598792621e-05,94925.24742262001
2019-02-13,-0.000699991636568309,94858.80054332501
2019-02-14,-0.0003972219739675209,94821.120543325
2019-02-15,-5.598963572772675e-07,94821.06745332501
2019-02-16,0.00016810610160922224,94837.00745332502
2019-02-17,-0.0001438975100909179,94823.36064408801
2019-02-18,0.0,94823.36064408801
2019-02-19,0.0,94823.36064408801
2019-02-20,0.00598365580044824,95390.750996024
2019-02-21,-0.008317874213350729,94597.30272812201
2019-02-22,0.006003025283205954,95165.17272812202
2019-02-23,0.03583158201795977,98575.09141998303
2019-02-24,-0.08313148306506968,90380.39787696501
2019-02-25,0.019355967169545574,92129.797891042
2019-02-26,-0.004099748213555188,91752.088916723
2019-02-27,0.0016445509041322914,91902.97989750703
2019-02-28,-0.0008578611932709146,91824.139897507
2019-03-01,0.0016414701206919347,91974.866479507
2019-03-02,-0.0007197656959224696,91908.666125728
2019-03-03,-0.002156238170521352,91710.48915162601
2019-03-04,-0.01512095304286587,90323.73915162601
2019-03-05,0.023653250187235297,92460.18915162601
2019-03-06,0.000666773457481451,92521.83915162602
2019-03-07,0.00191306184164719,92698.83915162602
2019-03-08,-0.0016718824033762347,92543.85759363501
2019-03-09,0.01182250263225737,93637.957593635
2019-03-10,-0.0041744934667879985,93247.066551417
2019-03-11,-0.006283157224414637,92661.180571559
2019-03-12,0.0014400852565972233,92794.62057155899
2019-03-13,-0.0021736887353340784,92592.913950123
2019-03-14,0.0011321615610504487,92697.74408812298
2019-03-15,0.0050314061532783505,93164.14408812298
2019-03-16,0.008825283675898854,93986.34408812298
2019-03-17,-0.0028936101580354645,93714.38424815297
2019-03-18,0.00044340126614894615,93755.93732478497
2019-03-19,0.0018977745073214258,93933.86495254998
2019-03-20,0.002050059369932855,94126.43495254996
2019-03-21,-0.005475680941914085,93611.02862654996
2019-03-22,0.00040315762526832444,93648.76862654997
2019-03-23,0.00041261022761651667,93687.40906628898
2019-03-24,-0.0008034302446847663,93612.13776829897
2019-03-25,-0.0001511232609067159,93597.99079677899
2019-03-26,0.0,93597.99079677899
2019-03-27,0.016176842696522087,95112.110770609
2019-03-28,-0.002476235655920145,94876.590770609
2019-03-29,0.018288178210314587,96611.71077060899
2019-03-30,0.0004714553684403988,96657.25888030599
2019-03-31,-0.0006873772417060886,96590.81888030599
2019-04-01,0.009249533344438454,97484.23888030599
2019-04-02,0.16084712954729463,113164.29888030597
2019-04-03,0.014640836521705669,114821.11888030598
2019-04-04,-0.006539900518238384,114070.20018543594
2019-04-05,0.01956768723445257,116302.29018543594
2019-04-06,0.0070311599083405785,117120.03018543597
2019-04-07,0.022660342520386623,119774.01018543597
2019-04-08,0.009992888872059513,120970.89855897996
2019-04-09,-0.014459938615717038,119221.66679152897
2019-04-10,0.023793155315972703,122058.32642652896
2019-04-11,-0.04165991703072225,116973.38667469095
2019-04-12,0.004452978705734134,117494.26667469097
2019-04-13,-0.0007213983619104303,117409.50650317797
2019-04-14,0.01081040570868641,118678.75090253397
2019-04-15,-0.013351624620454028,117094.19677005897
2019-04-16,0.01778721796170668,119176.97677005899
2019-04-17,0.0034184455004764303,119584.37677005898
2019-04-18,0.006511552938869736,120363.05677005896
2019-04-19,-0.000928282908246647,120251.32580167499
2019-04-20,0.003298092535412689,120647.92580167498
2019-04-21,-0.0035338685608141684,120221.57188975699
2019-04-22,0.009241269952939835,121332.57188975702
2019-04-23,0.01234515989128604,122830.44188975703
2019-04-24,-0.006878802090106828,121985.51558935702
2019-04-25,-0.016132159601018325,120017.625782857
2019-04-26,0.007063962434433524,120865.425782857
2019-04-27,-0.0013708634948894627,120699.735782857
2019-04-28,0.0006458595004155132,120777.69085391
2019-04-29,-0.0041996245340335525,120270.469900236
2019-04-30,0.00481157178881908,120849.15990023599
2019-05-01,0.003613843905580394,121285.88990023597
2019-05-02,0.0063295903639859485,122053.57990023596
2019-05-03,0.016048197861963764,124012.31990023593
2019-05-04,0.0015166138492959114,124200.39870207995
2019-05-05,-0.002993684335183766,123828.58191406196
2019-05-06,-0.0014602377808257128,123647.76274040499
2019-05-07,0.003188088415539081,124041.962740405
2019-05-08,0.003554169728881451,124482.828929488
2019-05-09,0.00534748451432665,125148.498929488
2019-05-10,0.00393492534239237,125640.948929488
2019-05-11,0.016783302083968055,127749.618929488
2019-05-12,-0.0038115218415232244,127262.69846669197
2019-05-13,0.006470081256492621,128086.09846669198
2019-05-14,-0.0007987372690456684,127983.7913262
2019-05-15,0.0,127983.7913262
2019-05-16,0.0,127983.7913262
2019-05-17,0.0,127983.7913262
2019-05-18,-0.022824768031996734,125062.590977324
2019-05-19,0.1068700871743764,138428.040977324
2019-05-20,-0.023684563312479923,135149.433276574
2019-05-21,-0.0034474432389703935,134683.513276574
2019-05-22,-0.026964888289943922,131051.787386574
2019-05-23,0.022128961823660864,133951.827386574
2019-05-24,0.01100156697188659,135425.507386574
2019-05-25,0.005811460596957252,136212.52738657402
2019-05-26,0.05131222617673781,143201.895399939
2019-05-27,0.011890066086378992,144904.575399939
2019-05-28,-0.004012183750488063,144323.191617148
2019-05-29,-0.004750071472210626,143637.64614186902
2019-05-30,-0.018950332000786885,140915.66505966903
2019-05-31,0.014180254545538729,142913.88505966903
2019-06-01,-0.0005353573585102911,142837.37505966902
2019-06-02,0.008914823584990073,144110.74505966902
2019-06-03,-0.026622881488895356,140274.10177266906
2019-06-04,-0.018340805376672153,137701.36177266904
2019-06-05,0.0038984363922720533,138238.18177266902
2019-06-06,-0.00019935968149031869,138210.62265278102
2019-06-07,0.007012123825204997,139179.772652781
2019-06-08,-0.0030699633622476297,138752.495849971
2019-06-09,-0.007653628091477738,137690.53584997103
2019-06-10,0.010301942622589433,139109.015849971
2019-06-11,-0.00378558047433053,138582.40747576603
2019-06-12,0.0028242176407018427,138973.79435565
2019-06-13,0.001308160296284111,139155.59435565
2019-06-14,0.0062011161246924296,140018.51435565
2019-06-15,0.0022668430775789616,140335.91435565
2019-06-16,0.002061197244683566,140625.17435565003
2019-06-17,0.005128953640803013,141346.43435565
2019-06-18,-0.0034312927891385625,140861.433354675
2019-06-19,0.0023503626101080144,141192.50880083806
2019-06-20,0.027795029873261434,145116.95880083807
2019-06-21,0.06643675611498767,154758.05880083807
2019-06-22,0.05521263361797679,163302.65880083805
2019-06-23,0.016218658161776256,165951.20880083804
2019-06-24,0.013605203700020274,168209.00880083803
2019-06-25,0.06815360295936124,179673.05880083804
2019-06-26,0.10627135825168521,198767.158800838
2019-06-27,-0.12738893943115648,173446.42124745497
2019-06-28,0.08641838725871054,188435.381247455
2019-06-29,-0.038652007746662775,181151.975431733
2019-06-30,-0.07060174572532207,168362.329724662
2019-07-01,-0.016334057651122835,165612.28972466203
2019-07-02,0.0157901325097769,168227.32972466198
2019-07-03,0.07826195673169445,181393.12972466197
2019-07-04,-0.05254862747265343,171861.169724662
2019-07-05,-0.01134616395909005,169911.204714765
2019-07-06,0.01850001596585016,173054.564714765
2019-07-07,0.00850356243552719,174526.14501056998
2019-07-08,0.04769256777828845,182849.74501056998
2019-07-09,0.016669971291585872,185897.84501057
2019-07-10,-0.022647791514864513,181687.669373708
2019-07-11,-0.03791847858331854,174798.34937370798
2019-07-12,0.021332981766479353,178527.31937370801
2019-07-13,-0.019768356204068804,174998.12773217098
2019-07-14,-0.05401566361022414,165545.487732171
2019-07-15,0.03211395292513819,170861.80773217097
2019-07-16,-0.060223369772597346,160571.933905102
2019-07-17,0.009953856574615338,162170.243905102
2019-07-18,0.033644895011909925,167626.444735345
2019-07-19,-0.004397993414248846,166889.22473534496
2019-07-20,0.008482512889882221,168304.86473534498
2019-07-21,-0.005519130447231402,167375.96823196698
2019-07-22,-0.006894893124630652,166221.92881937601
2019-07-23,-0.011440127145115553,164320.32881937598
2019-07-24,-0.0024739483113306315,163913.80881937602
2019-07-25,0.0026738902610270454,164352.096356426
2019-07-26,-0.0010198227081723577,164184.48635642597
2019-07-27,-0.006182379421448059,163169.435566655
2019-07-28,0.00021499931278912143,163204.51688317003
2019-07-29,-0.00048304935700682616,163125.681046229
2019-07-30,0.0010436273346792202,163295.923465957
2019-07-31,0.052710685100442634,171903.36346595705
2019-08-01,0.029119965421684713,176909.183465957
2019-08-02,0.014295018214736555,179438.10346595704
2019-08-03,0.027769297065410425,184420.97346595704
2019-08-04,0.008485318442746692,185985.84415333704
2019-08-05,0.07738825535632432,200378.96415333703
2019-08-06,-0.026694619181186763,195029.92401334303
2019-08-07,0.03794340810743346,202430.02401334303
2019-08-08,0.0001602931301771804,202462.47215553396
2019-08-09,-0.009214258556952903,200596.930589013
