final_value,cagr,sharpe,sortino,volatility,max_drawdown_pct,calmar_ratio,exposure,total_trades,win_rate,profit_factor,expectancy_per_trade,net_pnl,avg_trade_duration
232964.20500441737,0.17785801272619195,0.5716605936987862,3.9941782835654447,2.8705720858910904,77.09907124355472,0.23068762030134107,0.9999779083638934,0,,,,132964.20500441737,
