final_value,cagr,sharpe,sortino,volatility,max_drawdown_pct,calmar_ratio,exposure,total_trades,win_rate,profit_factor,expectancy_per_trade,net_pnl,avg_trade_duration
9998.345087210053,-0.3596389929103211,-1.246043006703454,-6.729175594730794,1.5538452391247415,93.00833660533709,-0.38667393272108463,0.18467930866816956,382,0.2198952879581152,0.716729209121616,-235.60642647327242,-90001.65491279007,21.87434554973822
